age,city,country,education_среднее
37,1155,32,1.0
29,1150,32,1.0
54,1134,32,1.0
18,1201,32,0.0
35,1134,32,1.0
31,1188,32,1.0
43,1182,32,1.0
44,1188,32,1.0
55,1134,32,1.0
20,1211,32,0.0
39,1147,32,1.0
43,1158,32,1.0
47,1134,32,1.0
61,1202,32,1.0
60,1134,32,1.0
23,1141,32,0.0
34,1178,32,1.0
30,1177,32,1.0
33,1188,32,1.0
43,1141,32,1.0
35,1134,32,1.0
47,1188,32,1.0
50,1134,32,1.0
5,1177,32,1.0
65,1134,32,1.0
63,1134,32,1.0
45,1188,32,1.0
15,1198,32,0.0
40,1134,32,1.0
23,1134,32,0.0
51,1177,32,1.0
35,875,32,1.0
59,1176,32,0.0
39,1153,32,1.0
66,1162,32,1.0
37,1198,32,1.0
14,1202,32,0.0
62,1157,32,1.0
46,1134,32,1.0
44,1202,32,1.0
29,1134,32,1.0
38,1206,32,1.0
28,1134,32,1.0
41,1197,32,1.0
60,1201,32,1.0
52,1196,32,1.0
46,1188,32,1.0
73,1188,32,1.0
20,1157,32,0.0
44,1156,32,1.0
45,1177,32,1.0
51,1167,32,1.0
36,1165,32,1.0
19,1167,32,0.0
50,1195,32,1.0
39,1177,32,1.0
36,1201,32,1.0
36,1137,32,1.0
51,1134,32,1.0
48,1188,32,1.0
14,1134,32,0.0
23,1178,32,0.0
21,1134,32,0.0
39,1187,32,1.0
42,1134,32,1.0
58,1156,32,1.0
57,1134,32,1.0
41,1134,32,1.0
34,1157,32,1.0
38,1141,32,1.0
55,1194,32,1.0
43,1134,32,1.0
22,1134,32,0.0
40,1183,32,1.0
62,1134,32,1.0
43,1183,32,1.0
19,1179,32,0.0
25,1177,32,0.0
41,1201,32,1.0
34,1134,32,1.0
43,1159,32,1.0
45,1156,32,1.0
33,1177,32,1.0
39,1134,32,1.0
49,1177,32,1.0
38,1188,32,1.0
56,1201,32,1.0
33,1134,32,1.0
43,1188,32,1.0
24,1188,32,0.0
9,1134,32,1.0
24,1178,32,0.0
48,1187,32,1.0
61,1171,32,1.0
51,1186,32,1.0
40,1192,32,1.0
9,1134,32,1.0
37,1179,32,1.0
42,1142,32,1.0
39,1168,32,1.0
19,1134,32,0.0
49,1147,32,1.0
23,1134,32,0.0
38,1161,32,1.0
34,1177,32,1.0
62,1196,32,1.0
20,1167,32,0.0
43,1167,32,0.0
22,1134,32,0.0
40,1134,32,1.0
22,1187,32,0.0
36,1188,32,1.0
39,1187,32,1.0
61,1159,32,1.0
43,1178,32,1.0
20,1165,32,0.0
28,1134,32,0.0
40,1134,32,1.0
64,1134,32,1.0
29,1134,32,1.0
42,1203,32,1.0
46,1163,32,1.0
41,1134,32,1.0
24,1188,32,0.0
33,1134,32,1.0
51,1177,32,1.0
41,1188,32,1.0
53,1204,32,1.0
18,1162,32,0.0
49,1178,32,1.0
23,1134,32,0.0
32,1176,32,1.0
22,1188,32,0.0
33,1187,32,1.0
53,1156,32,1.0
30,1134,32,1.0
38,1134,32,1.0
16,1134,32,1.0
35,1188,32,1.0
41,1134,32,1.0
40,1134,32,1.0
40,1169,32,1.0
44,1134,32,1.0
24,1186,32,0.0
45,1208,32,1.0
65,1134,32,1.0
39,1188,32,1.0
50,1195,32,1.0
63,1134,32,1.0
46,1192,32,1.0
37,1178,32,0.0
35,1134,32,1.0
61,1188,32,1.0
46,1189,32,1.0
44,1157,32,1.0
25,1203,32,0.0
33,1188,32,1.0
32,1167,32,1.0
34,1158,32,1.0
35,1156,32,1.0
38,1188,32,1.0
47,1134,32,1.0
47,1141,32,1.0
45,1188,32,1.0
45,1182,32,1.0
42,1188,32,1.0
20,1174,32,0.0
45,1134,32,1.0
39,1134,32,1.0
48,2,32,1.0
30,1134,32,1.0
48,1178,32,1.0
33,1195,32,1.0
38,1171,32,1.0
34,1134,32,1.0
54,2,32,1.0
24,1188,32,0.0
37,1187,32,1.0
50,74,32,1.0
23,1204,32,0.0
47,1168,32,1.0
23,0,32,0.0
61,1134,32,1.0
47,1178,32,1.0
37,1205,32,1.0
8,1152,32,1.0
39,1196,32,0.0
33,1188,32,1.0
49,1134,32,1.0
37,1134,32,1.0
41,1166,32,0.0
25,1147,32,0.0
38,34,32,1.0
38,1188,32,1.0
36,1157,32,1.0
16,1177,32,0.0
38,1134,32,1.0
40,1208,32,0.0
35,1204,32,1.0
39,1181,32,1.0
29,1188,32,1.0
46,1198,32,1.0
58,1177,32,1.0
31,1178,32,1.0
34,1190,32,1.0
40,1134,32,1.0
25,1188,32,0.0
34,1188,32,1.0
46,1208,32,1.0
42,1133,32,1.0
41,1165,32,1.0
33,1134,32,1.0
41,1179,32,1.0
40,1156,32,1.0
33,1177,32,1.0
37,1134,32,1.0
36,1197,32,1.0
31,1134,32,1.0
32,1178,32,1.0
37,1150,32,1.0
